id,name,type_1,type_2,img_url,hp,attack,defense,speed
929,dolliv,grass,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,52,53,60,33
930,arboliva,grass,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,78,69,90,39
931,squawkabilly-green-plumage,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,82,96,51,92
932,nacli,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,55,55,75,25
933,naclstack,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,60,60,100,35
934,garganacl,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,100,100,130,35
935,charcadet,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,40,50,40,35
936,armarouge,fire,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,85,60,100,75
937,ceruledge,fire,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,75,125,80,85
938,tadbulb,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,61,31,41,45
939,bellibolt,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,109,64,91,45
940,wattrel,electric,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,40,40,35,70
941,kilowattrel,electric,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,70,70,60,125
942,maschiff,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,60,78,60,51
943,mabosstiff,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,80,120,90,85
944,shroodle,poison,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,40,65,35,75
945,grafaiai,poison,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,63,95,65,110
946,bramblin,grass,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,40,65,30,60
947,brambleghast,grass,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,55,115,70,90
948,toedscool,ground,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,40,40,35,70
949,toedscruel,ground,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png,80,70,65,100
950,klawf,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png,70,100,115,75
951,capsakid,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png,50,62,40,50
952,scovillain,grass,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png,65,108,65,75
953,rellor,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png,41,50,60,30
954,rabsca,bug,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png,75,50,85,45
955,flittle,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png,30,35,30,75
956,espathra,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png,95,60,60,105
957,tinkatink,fairy,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png,50,45,45,58
958,tinkatuff,fairy,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png,65,55,55,78
959,tinkaton,fairy,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png,85,75,77,94
960,wiglett,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png,10,55,25,95
961,wugtrio,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png,35,100,50,120
962,bombirdier,flying,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png,70,103,85,82
963,finizen,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png,70,45,40,75
964,palafin-zero,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png,100,70,72,100
965,varoom,steel,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png,45,70,63,47
966,revavroom,steel,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png,80,119,90,90
967,cyclizar,dragon,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png,70,95,65,121
968,orthworm,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png,70,85,145,65
969,glimmet,rock,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png,48,35,42,60
970,glimmora,rock,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png,83,55,90,86
971,greavard,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png,50,61,60,34
972,houndstone,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png,72,101,100,68
973,flamigo,flying,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png,82,115,74,90
974,cetoddle,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png,108,68,45,43
975,cetitan,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png,170,113,65,73
976,veluza,water,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png,90,102,73,70
977,dondozo,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png,150,100,115,35
978,tatsugiri-curly,dragon,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png,68,50,60,82
979,annihilape,fighting,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png,110,115,80,90
980,clodsire,poison,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png,130,75,60,20
981,farigiraf,normal,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png,120,90,70,60
982,dudunsparce-two-segment,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png,125,100,80,55
983,kingambit,dark,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png,100,135,120,50
984,great-tusk,ground,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png,115,131,131,87
985,scream-tail,fairy,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png,115,65,99,111
986,brute-bonnet,grass,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png,111,127,99,55
987,flutter-mane,ghost,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png,55,55,55,135
988,slither-wing,bug,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png,85,135,79,81
989,sandy-shocks,electric,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png,85,81,97,101
990,iron-treads,ground,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png,90,112,120,106
991,iron-bundle,ice,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png,56,80,114,136
992,iron-hands,fighting,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png,154,140,108,50
993,iron-jugulis,dark,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png,94,80,86,108
994,iron-moth,fire,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png,80,70,60,110
995,iron-thorns,rock,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png,100,134,110,72
996,frigibax,dragon,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png,65,75,45,55
997,arctibax,dragon,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png,90,95,66,62
998,baxcalibur,dragon,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png,115,145,92,87
999,gimmighoul,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png,45,30,70,10
1000,gholdengo,steel,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,87,60,95,84
1001,wo-chien,dark,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png,85,85,100,70
1002,chien-pao,dark,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png,80,120,80,135
1003,ting-lu,dark,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png,155,110,125,45
1004,chi-yu,dark,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png,55,80,80,100
1005,roaring-moon,dragon,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png,105,139,71,119
1006,iron-valiant,fairy,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png,74,130,90,116
1007,koraidon,fighting,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png,100,135,115,135
1008,miraidon,electric,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png,100,85,100,135
1009,walking-wake,water,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png,99,83,91,109
1010,iron-leaves,grass,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png,90,130,88,104
1011,dipplin,grass,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png,80,80,110,40
1012,poltchageist,grass,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png,40,45,45,50
1013,sinistcha,grass,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png,71,60,106,70
1014,okidogi,poison,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png,88,128,115,80
1015,munkidori,poison,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png,88,75,66,106
1016,fezandipiti,poison,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png,88,91,82,99
1017,ogerpon,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png,80,120,84,110
1018,archaludon,steel,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png,90,105,130,85
1019,hydrapple,grass,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png,106,80,110,44
1020,gouging-fire,fire,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png,105,115,121,91
1021,raging-bolt,electric,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png,125,73,91,75
1022,iron-boulder,rock,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png,90,120,80,124
1023,iron-crown,steel,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png,90,72,100,98
1024,terapagos,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png,90,65,85,60
1025,pecharunt,poison,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png,88,88,160,88
10001,deoxys-attack,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png,50,180,20,150
10002,deoxys-defense,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png,50,70,160,90
10003,deoxys-speed,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png,50,95,90,180
10004,wormadam-sandy,bug,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png,60,79,105,36
10005,wormadam-trash,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png,60,69,95,36
10006,shaymin-sky,grass,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png,100,103,75,127
10007,giratina-origin,ghost,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png,150,120,100,90
10008,rotom-heat,electric,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png,50,65,107,86
10009,rotom-wash,electric,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png,50,65,107,86
10010,rotom-frost,electric,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png,50,65,107,86
10011,rotom-fan,electric,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png,50,65,107,86
10012,rotom-mow,electric,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png,50,65,107,86
10013,castform-sunny,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10013.png,70,70,70,70
10014,castform-rainy,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10014.png,70,70,70,70
10015,castform-snowy,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10015.png,70,70,70,70
10016,basculin-blue-striped,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png,70,92,65,98
10017,darmanitan-zen,fire,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png,105,30,105,55
10018,meloetta-pirouette,normal,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png,100,128,90,128
10019,tornadus-therian,flying,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png,79,100,80,121
10020,thundurus-therian,electric,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png,79,105,70,101
10021,landorus-therian,ground,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png,89,145,90,91
10022,kyurem-black,dragon,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png,125,170,100,95
10023,kyurem-white,dragon,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png,125,120,90,95
10024,keldeo-resolute,water,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png,91,72,90,108
10025,meowstic-female,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png,74,48,76,104
10026,aegislash-blade,steel,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png,60,140,50,60
10027,pumpkaboo-small,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png,44,66,70,56
10028,pumpkaboo-large,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png,54,66,70,46
10029,pumpkaboo-super,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png,59,66,70,41
10030,gourgeist-small,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png,55,85,122,99
10031,gourgeist-large,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png,75,95,122,69
10032,gourgeist-super,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png,85,100,122,54
10033,venusaur-mega,grass,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10033.png,80,100,123,80
10034,charizard-mega-x,fire,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png,78,130,111,100
10035,charizard-mega-y,fire,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png,78,104,78,100
10036,blastoise-mega,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10036.png,79,103,120,78
10037,alakazam-mega,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10037.png,55,50,65,150
10038,gengar-mega,ghost,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png,60,65,80,130
10039,kangaskhan-mega,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png,105,125,100,100
10040,pinsir-mega,bug,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png,65,155,120,105
10041,gyarados-mega,water,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png,95,155,109,81
10042,aerodactyl-mega,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png,80,135,85,150
10043,mewtwo-mega-x,psychic,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png,106,190,100,130
10044,mewtwo-mega-y,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png,106,150,70,140
10045,ampharos-mega,electric,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png,90,95,105,45
10046,scizor-mega,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png,70,150,140,75
10047,heracross-mega,bug,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png,80,185,115,75
10048,houndoom-mega,dark,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png,75,90,90,115
10049,tyranitar-mega,rock,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png,100,164,150,71
10050,blaziken-mega,fire,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png,80,160,80,100
10051,gardevoir-mega,psychic,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png,68,85,65,100
10052,mawile-mega,steel,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png,50,105,125,50
10053,aggron-mega,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png,70,140,230,50
10054,medicham-mega,fighting,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10054.png,60,100,85,100
10055,manectric-mega,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10055.png,70,75,80,135
10056,banette-mega,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10056.png,64,165,75,75
10057,absol-mega,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10057.png,65,150,60,115
10058,garchomp-mega,dragon,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png,108,170,115,92
10059,lucario-mega,fighting,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png,70,145,88,112
10060,abomasnow-mega,grass,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10060.png,90,132,105,30
10061,floette-eternal,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png,74,65,67,92
10062,latias-mega,dragon,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10062.png,80,100,120,110
10063,latios-mega,dragon,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10063.png,80,130,100,110
10064,swampert-mega,water,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10064.png,100,150,110,70
10065,sceptile-mega,grass,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10065.png,70,110,75,145
10066,sableye-mega,dark,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10066.png,50,85,125,20
10067,altaria-mega,dragon,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10067.png,75,110,110,80
10068,gallade-mega,psychic,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png,68,165,95,110
10069,audino-mega,normal,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10069.png,103,60,126,50
10070,sharpedo-mega,water,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10070.png,70,140,70,105
10071,slowbro-mega,water,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10071.png,95,75,180,30
10072,steelix-mega,steel,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10072.png,75,125,230,30
10073,pidgeot-mega,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10073.png,83,80,80,121
10074,glalie-mega,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10074.png,80,120,80,100
10075,diancie-mega,rock,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png,50,160,110,110
10076,metagross-mega,steel,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10076.png,80,145,150,110
10077,kyogre-primal,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10077.png,100,150,90,90
10078,groudon-primal,ground,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png,100,180,160,90
10079,rayquaza-mega,dragon,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10079.png,105,180,100,115
10080,pikachu-rock-star,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10080.png,35,55,40,90
10081,pikachu-belle,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10081.png,35,55,40,90
10082,pikachu-pop-star,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10082.png,35,55,40,90
10083,pikachu-phd,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10083.png,35,55,40,90
10084,pikachu-libre,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10084.png,35,55,40,90
10085,pikachu-cosplay,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10085.png,35,55,40,90
10086,hoopa-unbound,psychic,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png,80,160,60,80
10087,camerupt-mega,fire,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10087.png,70,120,100,20
10088,lopunny-mega,normal,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png,65,136,94,135
10089,salamence-mega,dragon,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10089.png,95,145,130,120
10090,beedrill-mega,bug,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10090.png,65,150,40,145
10091,rattata-alola,dark,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10091.png,30,56,35,72
10092,raticate-alola,dark,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10092.png,75,71,70,77
10093,raticate-totem-alola,dark,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10093.png,75,71,70,77
10094,pikachu-original-cap,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10094.png,35,55,40,90
10095,pikachu-hoenn-cap,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10095.png,35,55,40,90
10096,pikachu-sinnoh-cap,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10096.png,35,55,40,90
10097,pikachu-unova-cap,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10097.png,35,55,40,90
10098,pikachu-kalos-cap,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10098.png,35,55,40,90
10099,pikachu-alola-cap,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10099.png,35,55,40,90
10100,raichu-alola,electric,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10100.png,60,85,50,110
10101,sandshrew-alola,ice,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10101.png,50,75,90,40
10102,sandslash-alola,ice,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10102.png,75,100,120,65
10103,vulpix-alola,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10103.png,38,41,40,65
10104,ninetales-alola,ice,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10104.png,73,67,75,109
10105,diglett-alola,ground,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10105.png,10,55,30,90
10106,dugtrio-alola,ground,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10106.png,35,100,60,110
10107,meowth-alola,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10107.png,40,35,35,90
10108,persian-alola,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10108.png,65,60,60,115
10109,geodude-alola,rock,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10109.png,40,80,100,20
10110,graveler-alola,rock,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10110.png,55,95,115,35
10111,golem-alola,rock,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10111.png,80,120,130,45
10112,grimer-alola,poison,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10112.png,80,80,50,25
10113,muk-alola,poison,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10113.png,105,105,75,50
10114,exeggutor-alola,grass,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10114.png,95,105,85,45
10115,marowak-alola,fire,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10115.png,60,80,110,45
10116,greninja-battle-bond,water,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10116.png,72,95,67,122
10117,greninja-ash,water,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10117.png,72,145,67,132
10118,zygarde-10-power-construct,dragon,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10118.png,54,100,71,115
10119,zygarde-50-power-construct,dragon,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10119.png,108,100,121,95
10120,zygarde-complete,dragon,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10120.png,216,100,121,85
